id,room_id,partner_id,room_risk_score_id,room_recommendation_id,snapshot_date,primary_action,secondary_actions_json,priority_score,action_reason_json,candidate_actions_json,generated_at,created_at,updated_at
1476,3297,16,1476,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -100, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 0, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1477,3298,16,1477,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -100, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 0, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1478,3299,16,1478,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -100, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 0, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1479,3300,16,1479,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -100, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 0, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1480,3301,16,1480,,12/5/2026,price_adjustment,"[""campaign_launch""]",81,"{""strategy"": ""growth_first"", ""risk_class"": ""high"", ""campaign_type"": null, ""price_gap_pct"": 38.6, ""primary_issue"": ""overpriced"", ""discount_targets"": [""rent_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3000, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""rent_only"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""price_adjustment"", ""label"": ""Reduce price by 15-20% to realign with similar rooms""}, {""type"": ""campaign_launch"", ""label"": ""Re-launch demand after the price reset""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1481,3302,16,1481,,12/5/2026,price_adjustment,"[""campaign_launch""]",81,"{""strategy"": ""growth_first"", ""risk_class"": ""high"", ""campaign_type"": null, ""price_gap_pct"": 39.5, ""primary_issue"": ""overpriced"", ""discount_targets"": [""rent_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 2900, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""rent_only"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""price_adjustment"", ""label"": ""Reduce price by 15-20% to realign with similar rooms""}, {""type"": ""campaign_launch"", ""label"": ""Re-launch demand after the price reset""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1482,3303,16,1482,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -100, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 0, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1483,3304,16,1483,,12/5/2026,price_adjustment,"[""campaign_launch""]",81,"{""strategy"": ""growth_first"", ""risk_class"": ""high"", ""campaign_type"": null, ""price_gap_pct"": 38.6, ""primary_issue"": ""overpriced"", ""discount_targets"": [""rent_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3000, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""rent_only"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""price_adjustment"", ""label"": ""Reduce price by 15-20% to realign with similar rooms""}, {""type"": ""campaign_launch"", ""label"": ""Re-launch demand after the price reset""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1484,3305,16,1484,,12/5/2026,price_adjustment,"[""campaign_launch""]",81,"{""strategy"": ""growth_first"", ""risk_class"": ""high"", ""campaign_type"": null, ""price_gap_pct"": 39.5, ""primary_issue"": ""overpriced"", ""discount_targets"": [""rent_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 2900, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""rent_only"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""price_adjustment"", ""label"": ""Reduce price by 15-20% to realign with similar rooms""}, {""type"": ""campaign_launch"", ""label"": ""Re-launch demand after the price reset""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1485,3306,16,1485,,12/5/2026,price_adjustment,"[""campaign_launch""]",81,"{""strategy"": ""growth_first"", ""risk_class"": ""high"", ""campaign_type"": null, ""price_gap_pct"": 38.6, ""primary_issue"": ""overpriced"", ""discount_targets"": [""rent_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 3000, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""rent_only"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""price_adjustment"", ""label"": ""Reduce price by 15-20% to realign with similar rooms""}, {""type"": ""campaign_launch"", ""label"": ""Re-launch demand after the price reset""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1486,3307,16,1486,,12/5/2026,price_adjustment,"[""campaign_launch""]",81,"{""strategy"": ""growth_first"", ""risk_class"": ""high"", ""campaign_type"": null, ""price_gap_pct"": 39.5, ""primary_issue"": ""overpriced"", ""discount_targets"": [""rent_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 2900, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""rent_only"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""price_adjustment"", ""label"": ""Reduce price by 15-20% to realign with similar rooms""}, {""type"": ""campaign_launch"", ""label"": ""Re-launch demand after the price reset""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1487,3308,16,1487,,12/5/2026,price_adjustment,"[""campaign_launch""]",81,"{""strategy"": ""growth_first"", ""risk_class"": ""high"", ""campaign_type"": null, ""price_gap_pct"": 27.3, ""primary_issue"": ""overpriced"", ""discount_targets"": [""rent_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 2800, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""rent_only"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""price_adjustment"", ""label"": ""Test a 10-15% price reduction against similar rooms""}, {""type"": ""campaign_launch"", ""label"": ""Re-launch demand after the price reset""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1488,3309,16,1488,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -100, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 0, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1489,3310,16,1489,,12/5/2026,price_adjustment,"[""campaign_launch""]",81,"{""strategy"": ""growth_first"", ""risk_class"": ""high"", ""campaign_type"": null, ""price_gap_pct"": 39.5, ""primary_issue"": ""overpriced"", ""discount_targets"": [""rent_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 2900, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""rent_only"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""price_adjustment"", ""label"": ""Reduce price by 15-20% to realign with similar rooms""}, {""type"": ""campaign_launch"", ""label"": ""Re-launch demand after the price reset""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1490,3311,16,1490,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -100, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 0, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1491,3312,16,1491,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -100, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 0, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1492,3313,16,1492,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -100, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 0, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1493,3314,16,1493,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -100, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""strong"", ""room_price_per_day"": 0, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 57.8, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1494,3315,18,1494,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": 0, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 0, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 33.86, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1495,3316,18,1495,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": 0, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 3900, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 42.5, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1496,3317,18,1496,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": 0, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 4500, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 33.86, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1497,3318,18,1497,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -17.3, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 4300, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 40.34, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1498,3319,18,1498,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -10.1, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""medium"", ""room_price_per_day"": 2500, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 53.84, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1499,3320,18,1499,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": 0, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 0, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 33.86, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1500,3321,18,1500,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -100, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 0, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 40.34, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1501,3322,18,1501,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -22.2, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 4100, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 40.34, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1502,3323,18,1502,,12/5/2026,price_adjustment,"[""campaign_launch""]",81,"{""strategy"": ""growth_first"", ""risk_class"": ""high"", ""campaign_type"": null, ""price_gap_pct"": 74.6, ""primary_issue"": ""overpriced"", ""discount_targets"": [""rent_fee""], ""benchmark_strength"": ""medium"", ""room_price_per_day"": 4500, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""rent_only"", ""risk_confidence_score"": 53.84, ""has_discount_component"": true}","[{""type"": ""price_adjustment"", ""label"": ""Reduce price by 15-20% to realign with similar rooms""}, {""type"": ""campaign_launch"", ""label"": ""Re-launch demand after the price reset""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1503,3325,18,1503,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -100, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""medium"", ""room_price_per_day"": 0, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 50.6, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1504,3326,18,1504,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": 0, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 0, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 36.02, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1505,3327,18,1505,,12/5/2026,price_adjustment,"[""campaign_launch""]",81,"{""strategy"": ""growth_first"", ""risk_class"": ""high"", ""campaign_type"": null, ""price_gap_pct"": 38.1, ""primary_issue"": ""overpriced"", ""discount_targets"": [""rent_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 2900, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""rent_only"", ""risk_confidence_score"": 40.34, ""has_discount_component"": true}","[{""type"": ""price_adjustment"", ""label"": ""Reduce price by 15-20% to realign with similar rooms""}, {""type"": ""campaign_launch"", ""label"": ""Re-launch demand after the price reset""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1506,3328,18,1506,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -6.3, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""medium"", ""room_price_per_day"": 2700, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 53.84, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1507,3329,18,1507,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": -100, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 0, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 40.34, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1508,3330,18,1508,,12/5/2026,price_adjustment,"[""campaign_launch""]",81,"{""strategy"": ""growth_first"", ""risk_class"": ""high"", ""campaign_type"": null, ""price_gap_pct"": 172.7, ""primary_issue"": ""overpriced"", ""discount_targets"": [""rent_fee""], ""benchmark_strength"": ""medium"", ""room_price_per_day"": 6000, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""rent_only"", ""risk_confidence_score"": 50.6, ""has_discount_component"": true}","[{""type"": ""price_adjustment"", ""label"": ""Reduce price by 15-20% to realign with similar rooms""}, {""type"": ""campaign_launch"", ""label"": ""Re-launch demand after the price reset""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
1509,3331,18,1509,,12/5/2026,campaign_launch,"[""listing_refresh""]",63,"{""strategy"": ""growth_first"", ""risk_class"": ""medium"", ""campaign_type"": 1, ""price_gap_pct"": 1.7, ""primary_issue"": ""low_visibility"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 3000, ""revenue_anchor_type"": ""epr_fallback"", ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 38.18, ""has_discount_component"": true}","[{""type"": ""campaign_launch"", ""label"": ""Launch a short discount campaign with visibility support""}, {""type"": ""listing_refresh"", ""label"": ""Refresh title image and first-screen copy""}, {""type"": ""price_adjustment"", ""label"": ""Review pricing only after demand signal improves""}]",12/5/2026 10:49,12/5/2026 10:49,12/5/2026 10:49
