id,room_id,partner_id,snapshot_date,risk_score,confidence_score,risk_class,primary_issue,signals_json,features_json,calculated_at,created_at,updated_at
878,948,13,12/5/2026,63,40.34,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3800, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 26000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 35700}, ""peer_comparison"": {""price_gap"": -33.33, ""sample_size"": 3, ""price_gap_pct"": -0.9, ""room_size_gap"": 0.15, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
879,949,13,12/5/2026,81,40.34,high,overpriced,"[""overpriced"", ""low_occupancy"", ""low_inquiry"", ""above_peer_price""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3700, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 26000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 35600}, ""peer_comparison"": {""price_gap"": 1233.33, ""sample_size"": 3, ""price_gap_pct"": 50, ""room_size_gap"": -1.37, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
880,950,13,12/5/2026,63,40.34,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3800, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 26000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 35700}, ""peer_comparison"": {""price_gap"": -33.33, ""sample_size"": 3, ""price_gap_pct"": -0.9, ""room_size_gap"": 0.15, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
881,951,13,12/5/2026,73,53.84,high,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry"", ""above_peer_price""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3700, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 32600}, ""peer_comparison"": {""price_gap"": 194.92, ""sample_size"": 59, ""price_gap_pct"": 5.6, ""room_size_gap"": -0.79, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_2km"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
882,952,13,12/5/2026,63,57.8,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 2200, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 31100}, ""peer_comparison"": {""price_gap"": -14.29, ""sample_size"": 7, ""price_gap_pct"": -0.6, ""room_size_gap"": -0.5, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
883,953,13,12/5/2026,81,40.34,high,overpriced,"[""overpriced"", ""low_occupancy"", ""low_inquiry"", ""above_peer_price""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3700, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 26000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 35600}, ""peer_comparison"": {""price_gap"": 1233.33, ""sample_size"": 3, ""price_gap_pct"": 50, ""room_size_gap"": -1.36, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""broad""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
884,954,13,12/5/2026,63,53.84,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3300, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 32200}, ""peer_comparison"": {""price_gap"": -151.61, ""sample_size"": 31, ""price_gap_pct"": -4.4, ""room_size_gap"": 4.16, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""city_code"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
885,955,13,12/5/2026,73,57.8,high,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry"", ""above_peer_price""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3700, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 32600}, ""peer_comparison"": {""price_gap"": 366.67, ""sample_size"": 21, ""price_gap_pct"": 11, ""room_size_gap"": 0.92, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
886,956,13,12/5/2026,73,50.6,high,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry"", ""above_peer_price""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3700, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 32600}, ""peer_comparison"": {""price_gap"": 440, ""sample_size"": 5, ""price_gap_pct"": 13.5, ""room_size_gap"": 0.81, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
887,957,13,12/5/2026,81,53.84,high,overpriced,"[""overpriced"", ""low_occupancy"", ""low_inquiry"", ""above_peer_price""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3000, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 31900}, ""peer_comparison"": {""price_gap"": 583.33, ""sample_size"": 12, ""price_gap_pct"": 24.1, ""room_size_gap"": 2.39, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_2km"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
888,958,13,12/5/2026,63,56.72,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3200, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 32100}, ""peer_comparison"": {""price_gap"": 0, ""sample_size"": 6, ""price_gap_pct"": 0, ""room_size_gap"": -0.66, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
889,959,13,12/5/2026,73,50.6,high,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry"", ""above_peer_price""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3700, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 32600}, ""peer_comparison"": {""price_gap"": 440, ""sample_size"": 5, ""price_gap_pct"": 13.5, ""room_size_gap"": 0.8, ""benchmark_mode"": ""address"", ""benchmark_scope"": ""municipality_fallback"", ""benchmark_strength"": ""medium""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
890,960,13,12/5/2026,63,57.8,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3200, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 32100}, ""peer_comparison"": {""price_gap"": -71.43, ""sample_size"": 7, ""price_gap_pct"": -2.2, ""room_size_gap"": -0.17, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
891,961,13,12/5/2026,63,56.72,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3200, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 32100}, ""peer_comparison"": {""price_gap"": 0, ""sample_size"": 6, ""price_gap_pct"": 0, ""room_size_gap"": 0.11, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
892,962,13,12/5/2026,63,56.72,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3200, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 32100}, ""peer_comparison"": {""price_gap"": 0, ""sample_size"": 6, ""price_gap_pct"": 0, ""room_size_gap"": 0.11, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
893,963,13,12/5/2026,63,57.8,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3200, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 32100}, ""peer_comparison"": {""price_gap"": -71.43, ""sample_size"": 7, ""price_gap_pct"": -2.2, ""room_size_gap"": -0.07, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
894,964,13,12/5/2026,63,56.72,medium,low_visibility,"[""low_visibility"", ""low_occupancy"", ""low_inquiry""]","{""metrics"": {""revenue"": 0, ""inquiry_count"": 0, ""occupancy_rate"": 0, ""conversion_rate"": 0, ""previous_revenue"": 0, ""reservation_count"": 0}, ""maturity"": {""status"": ""mature"", ""room_age_days"": 516}, ""benchmarks"": {""portfolio_avg_revenue"": 1134.87, ""portfolio_avg_occupancy_rate"": 0.7, ""portfolio_avg_conversion_rate"": 0}, ""fee_snapshot"": {""component_source"": {""base_price_id"": 63, ""base_price_package_type"": ""m""}, ""components_daily"": {""rent_fee"": 3200, ""other_fee"": 2100, ""season_fee"": 0, ""initial_fee"": 3000, ""utility_fee"": 800, ""cleaning_fee"": 23000}, ""missing_components"": [""season_fee""], ""available_components"": [""rent_fee"", ""utility_fee"", ""cleaning_fee"", ""initial_fee"", ""other_fee""], ""total_effective_price_daily"": 32100}, ""peer_comparison"": {""price_gap"": 0, ""sample_size"": 6, ""price_gap_pct"": 0, ""room_size_gap"": 0.11, ""benchmark_mode"": ""geo"", ""benchmark_scope"": ""radius_1km"", ""benchmark_strength"": ""strong""}}",12/5/2026 10:39,12/5/2026 10:39,12/5/2026 10:39
